number,title,url,difficulty,likes,dislikes,accepted,submissions,acceptance,popularity
37,Sudoku Solver,https://leetcode.com/problems/sudoku-solver,Hard,3598,117,279247,553341,50.465626078674816,30.752136752136753
940,Distinct Subsequences II,https://leetcode.com/problems/distinct-subsequences-ii,Hard,707,23,17335,41731,41.539862452373534,30.73913043478261
1457,Pseudo-Palindromic Paths in a Binary Tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree,Medium,793,26,45203,66114,68.37129806092507,30.5
450,Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst,Medium,3530,116,193018,415827,46.417861274039446,30.43103448275862
1079,Letter Tile Possibilities,https://leetcode.com/problems/letter-tile-possibilities,Medium,1273,42,55671,73102,76.15523515088508,30.30952380952381
34,Find First and Last Position of Element in Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,Medium,6910,228,800804,2080617,38.48877520466284,30.30701754385965
136,Single Number,https://leetcode.com/problems/single-number,Easy,7031,232,1268451,1882176,67.39279429766398,30.30603448275862
103,Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,Medium,4110,136,563189,1092855,51.53373503346739,30.220588235294116
1703,Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,Hard,301,10,3890,10311,37.726699641159925,30.1
1,Two Sum,https://leetcode.com/problems/two-sum,Easy,23887,795,4827054,10161410,47.50378146339928,30.046540880503144
1207,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences,Easy,841,28,93835,129800,72.2919876733436,30.035714285714285
560,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k,Medium,8718,291,545405,1249212,43.65992321559511,29.95876288659794
1727,Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements,Medium,479,16,9378,15702,59.724875811998466,29.9375
1591,Strange Printer II,https://leetcode.com/problems/strange-printer-ii,Hard,238,8,4296,7728,55.590062111801245,29.75
209,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum,Medium,4504,152,396131,967802,40.93099621616818,29.63157894736842
752,Open the Lock,https://leetcode.com/problems/open-the-lock,Medium,2191,74,127228,232172,54.799028306600285,29.60810810810811
1444,Number of Ways of Cutting a Pizza,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,Hard,354,12,9642,17736,54.3640054127199,29.5
77,Combinations,https://leetcode.com/problems/combinations,Medium,2736,93,399866,667777,59.880169577568566,29.419354838709676
1869,Longer Contiguous Segments of Ones than Zeros,https://leetcode.com/problems/longer-contiguous-segments-of-ones-than-zeros,Easy,176,6,20955,35169,59.58372430265291,29.333333333333332
1202,Smallest String With Swaps,https://leetcode.com/problems/smallest-string-with-swaps,Medium,1025,35,26313,52582,50.04183941272679,29.285714285714285
503,Next Greater Element II,https://leetcode.com/problems/next-greater-element-ii,Medium,3128,107,159848,266418,59.99894901996111,29.233644859813083
881,Boats to Save People,https://leetcode.com/problems/boats-to-save-people,Medium,1486,51,80836,163754,49.364290337945945,29.137254901960784
1800,Maximum Ascending Subarray Sum,https://leetcode.com/problems/maximum-ascending-subarray-sum,Easy,261,9,21667,33597,64.49087716165134,29.0
1028,Recover a Tree From Preorder Traversal,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal,Hard,782,27,28974,40581,71.39794485103866,28.962962962962962
1593,Split a String Into the Max Number of Unique Substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,Medium,403,14,14800,28812,51.36748576981813,28.785714285714285
1734,Decode XORed Permutation,https://leetcode.com/problems/decode-xored-permutation,Medium,374,13,7272,12493,58.208596814215966,28.76923076923077
32,Longest Valid Parentheses,https://leetcode.com/problems/longest-valid-parentheses,Hard,5964,208,407171,1337626,30.439823986674902,28.673076923076923
729,My Calendar I,https://leetcode.com/problems/my-calendar-i,Medium,1548,54,123372,226963,54.35775875362945,28.666666666666668
1186,Maximum Subarray Sum with One Deletion,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion,Medium,974,34,26507,66478,39.87334155660519,28.647058823529413
1937,Maximum Number of Points with Cost,https://leetcode.com/problems/maximum-number-of-points-with-cost,Medium,571,20,8156,29263,27.871373406691042,28.55
719,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance,Hard,1570,55,48061,144380,33.28785150297825,28.545454545454547
1014,Best Sightseeing Pair,https://leetcode.com/problems/best-sightseeing-pair,Medium,769,27,25727,47750,53.878534031413615,28.48148148148148
1975,Maximum Matrix Sum,https://leetcode.com/problems/maximum-matrix-sum,Medium,142,5,5832,13884,42.00518582541054,28.4
1839,Longest Substring Of All Vowels in Order,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order,Medium,255,9,13703,28943,47.3447811215147,28.333333333333332
212,Word Search II,https://leetcode.com/problems/word-search-ii,Hard,4306,153,333770,879186,37.96352535185956,28.143790849673202
1521,Find a Value of a Mysterious Function Closest to Target,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target,Hard,225,8,6651,15185,43.79980243661508,28.125
144,Binary Tree Preorder Traversal,https://leetcode.com/problems/binary-tree-preorder-traversal,Easy,2722,97,710346,1195487,59.418964823540534,28.061855670103093
452,Minimum Number of Arrows to Burst Balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,Medium,2074,74,125591,248905,50.457403427010306,28.027027027027028
845,Longest Mountain in Array,https://leetcode.com/problems/longest-mountain-in-array,Medium,1373,49,74472,190450,39.103176686794434,28.020408163265305
1642,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,Medium,1176,42,33356,76584,43.55478951216965,28.0
1448,Count Good Nodes in Binary Tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree,Medium,1512,54,108023,148178,72.90083548165045,28.0
1394,Find Lucky Integer in an Array,https://leetcode.com/problems/find-lucky-integer-in-an-array,Easy,474,17,57179,90468,63.203563691028876,27.88235294117647
1723,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,Hard,333,12,9459,23128,40.89847803528191,27.75
1305,All Elements in Two Binary Search Trees,https://leetcode.com/problems/all-elements-in-two-binary-search-trees,Medium,1165,42,99015,126539,78.2486031974332,27.738095238095237
1888,Minimum Number of Flips to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating,Medium,443,16,8347,24163,34.544551587137356,27.6875
864,Shortest Path to Get All Keys,https://leetcode.com/problems/shortest-path-to-get-all-keys,Hard,636,23,18415,42575,43.25308279506753,27.652173913043477
1716,Calculate Money in Leetcode Bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank,Easy,331,12,23070,35927,64.21354413115485,27.583333333333332
768,Max Chunks To Make Sorted II,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,Hard,744,27,30390,59996,50.65337689179279,27.555555555555557
1315,Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,Medium,1261,46,79555,93970,84.65999787166116,27.41304347826087
90,Subsets II,https://leetcode.com/problems/subsets-ii,Medium,3370,123,400219,787124,50.84573713925633,27.398373983739837
239,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum,Hard,7027,259,442590,974461,45.41895468366615,27.131274131274132
454,4Sum II,https://leetcode.com/problems/4sum-ii,Medium,2332,86,181594,328687,55.24830613927536,27.11627906976744
873,Length of Longest Fibonacci Subsequence,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,Medium,1162,43,41976,86673,48.43030701602575,27.023255813953487
713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,Medium,2729,101,114749,278106,41.26088613694059,27.019801980198018
712,Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings,Medium,1565,58,51828,85946,60.302980941521426,26.982758620689655
1302,Deepest Leaves Sum,https://leetcode.com/problems/deepest-leaves-sum,Medium,1776,66,131412,153770,85.46010275086168,26.90909090909091
1605,Find Valid Matrix Given Row and Column Sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,Medium,617,23,17510,22327,78.42522506382407,26.82608695652174
1049,Last Stone Weight II,https://leetcode.com/problems/last-stone-weight-ii,Medium,1582,59,39808,82124,48.47304076761969,26.8135593220339
96,Unique Binary Search Trees,https://leetcode.com/problems/unique-binary-search-trees,Medium,5317,199,389401,698834,55.7215304349817,26.718592964824122
1382,Balance a Binary Search Tree,https://leetcode.com/problems/balance-a-binary-search-tree,Medium,1058,40,52132,66991,77.81940857727157,26.45
956,Tallest Billboard,https://leetcode.com/problems/tallest-billboard,Hard,529,20,11019,27831,39.59254069203406,26.45
1367,Linked List in Binary Tree,https://leetcode.com/problems/linked-list-in-binary-tree,Medium,1001,38,36624,86874,42.15760756958353,26.342105263157894
1383,Maximum Performance of a Team,https://leetcode.com/problems/maximum-performance-of-a-team,Hard,1001,38,33966,82330,41.255921292360014,26.342105263157894
1340,Jump Game V,https://leetcode.com/problems/jump-game-v,Hard,474,18,14750,24263,60.792152660429466,26.333333333333332
82,Remove Duplicates from Sorted List II,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,Medium,3423,130,357574,881716,40.554328151014616,26.33076923076923
235,Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,Easy,3892,148,577455,1066025,54.1689922844211,26.2972972972973
1288,Remove Covered Intervals,https://leetcode.com/problems/remove-covered-intervals,Medium,735,28,50044,86711,57.71355422034114,26.25
49,Group Anagrams,https://leetcode.com/problems/group-anagrams,Medium,6611,253,1044851,1696331,61.59475951332611,26.130434782608695
1595,Minimum Cost to Connect Two Groups of Points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points,Hard,260,10,5135,11616,44.20626721763085,26.0
930,Binary Subarrays With Sum,https://leetcode.com/problems/binary-subarrays-with-sum,Medium,984,38,36599,78576,46.577835471390756,25.894736842105264
1787,Make the XOR of All Segments Equal to Zero,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero,Hard,207,8,2754,7279,37.83486742684435,25.875
148,Sort List,https://leetcode.com/problems/sort-list,Medium,4890,189,385249,797096,48.3315685939962,25.873015873015873
872,Leaf-Similar Trees,https://leetcode.com/problems/leaf-similar-trees,Easy,1368,53,139306,215574,64.62096542254632,25.81132075471698
45,Jump Game II,https://leetcode.com/problems/jump-game-ii,Medium,5436,211,418959,1229965,34.062676580227894,25.76303317535545
1857,Largest Color Value in a Directed Graph,https://leetcode.com/problems/largest-color-value-in-a-directed-graph,Hard,283,11,6160,16574,37.16664655484494,25.727272727272727
1803,Count Pairs With XOR in a Range,https://leetcode.com/problems/count-pairs-with-xor-in-a-range,Hard,205,8,3714,8160,45.51470588235294,25.625
99,Recover Binary Search Tree,https://leetcode.com/problems/recover-binary-search-tree,Medium,3040,119,232444,525683,44.217522727575364,25.54621848739496
1371,Find the Longest Substring Containing Vowels in Even Counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts,Medium,843,33,15018,24374,61.61483548042996,25.545454545454547
1162,As Far from Land as Possible,https://leetcode.com/problems/as-far-from-land-as-possible,Medium,1122,44,41351,88692,46.62314526676589,25.5
1913,Maximum Product Difference Between Two Pairs,https://leetcode.com/problems/maximum-product-difference-between-two-pairs,Easy,178,7,26708,32597,81.93392029941405,25.428571428571427
704,Binary Search,https://leetcode.com/problems/binary-search,Easy,1778,70,317969,578123,55.00023351432135,25.4
977,Squares of a Sorted Array,https://leetcode.com/problems/squares-of-a-sorted-array,Easy,3021,119,576324,806799,71.43340534631302,25.386554621848738
494,Target Sum,https://leetcode.com/problems/target-sum,Medium,4983,197,268071,590451,45.40105783545121,25.294416243654823
79,Word Search,https://leetcode.com/problems/word-search,Medium,6624,262,734114,1919631,38.24245388827332,25.282442748091604
310,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees,Medium,3613,143,146702,412213,35.588882446696246,25.265734265734267
1020,Number of Enclaves,https://leetcode.com/problems/number-of-enclaves,Medium,707,28,32574,54028,60.290960242837045,25.25
146,LRU Cache,https://leetcode.com/problems/lru-cache,Medium,9744,386,840013,2226172,37.73351744609132,25.243523316062177
20,Valid Parentheses,https://leetcode.com/problems/valid-parentheses,Easy,8699,345,1600482,3972718,40.28682629877077,25.214492753623187
22,Generate Parentheses,https://leetcode.com/problems/generate-parentheses,Medium,9435,375,833151,1232360,67.6061378168717,25.16
1769,Minimum Number of Operations to Move All Balls to Each Box,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,805,32,46991,54748,85.83144589756704,25.15625
1976,Number of Ways to Arrive at Destination,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,Medium,226,9,4236,14606,29.00178009037382,25.11111111111111
506,Relative Ranks,https://leetcode.com/problems/relative-ranks,Easy,150,6,69241,129863,53.31849718549548,25.0
1707,Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array,Hard,300,12,6157,14400,42.75694444444444,25.0
121,Best Time to Buy and Sell Stock,https://leetcode.com/problems/best-time-to-buy-and-sell-stock,Easy,10316,414,1490197,2841037,52.45257277536336,24.917874396135264
210,Course Schedule II,https://leetcode.com/problems/course-schedule-ii,Medium,4578,184,453859,1026146,44.22947611743358,24.880434782608695
996,Number of Squareful Arrays,https://leetcode.com/problems/number-of-squareful-arrays,Hard,547,22,21461,43972,48.80605840080051,24.863636363636363
787,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops,Medium,3600,145,171776,459490,37.38405623626194,24.82758620689655
145,Binary Tree Postorder Traversal,https://leetcode.com/problems/binary-tree-postorder-traversal,Easy,3003,121,543144,903663,60.10470717513056,24.818181818181817
1840,Maximum Building Height,https://leetcode.com/problems/maximum-building-height,Hard,198,8,3960,11540,34.31542461005199,24.75
